order_id,date,customer_id,customer_name,age,gender,region,category,product,quantity,unit_price,discount_pct,payment_method,order_status,rating,year,months,day
ORD00481,2022-02-26,CUST2157,Nikhil,32,M,East,Sports,Football,8,1819.1,10,Cash,Delivered,1.8,2022,2,26
ORD00482,2022-07-19,CUST2096,Dev,21,M,East,Toys,Puzzle,2,4880.41,15,Net Banking,Returned,3.4,2022,7,19
ORD00483,2022-11-12,CUST0359,Nisha,31,F,West,Furniture,Sofa,1,1459.02,10,Net Banking,Cancelled,4.5,2022,11,12
ORD00484,2023-09-05,CUST0852,Sneha,37,F,West,Toys,Puzzle,7,740.86,20,Debit Card,Pending,0.0,2023,9,5
ORD00485,2023-03-01,CUST2327,Rohan,26,M,South,Toys,Puzzle,2,82.76,10,Cash,Cancelled,2.8,2023,3,1
ORD00486,2023-05-21,CUST0110,Asha,18,F,South,Furniture,Chair,5,4181.2,10,UPI,Pending,2.9,2023,5,21
ORD00487,2022-01-30,CUST0274,Anita,56,F,East,Books,Comics,7,937.89,5,Debit Card,Cancelled,2.1,2022,1,30
ORD00488,2022-01-18,CUST0240,Meera,27,F,East,Books,Self-Help,2,1897.35,20,Net Banking,Returned,1.7,2022,1,18
ORD00489,2022-02-19,CUST0315,Sneha,50,F,South,Electronics,Tablet,6,2126.59,10,Cash,Delivered,3.1,2022,2,19
ORD00490,2022-04-09,CUST0589,Dev,18,M,South,Food,Spices Pack,5,1393.72,10,Debit Card,Pending,2.4,2022,4,9
ORD00491,2023-05-31,CUST2289,Pooja,57,F,Central,Furniture,Sofa,3,556.97,5,Debit Card,Delivered,1.8,2023,5,31
ORD00492,2022-12-23,CUST1811,Pooja,56,F,Central,Electronics,Laptop,3,4620.88,15,UPI,Returned,2.5,2022,12,23
ORD00493,2023-12-06,CUST0534,Priya,23,F,West,Books,Novel,4,687.14,5,Credit Card,Delivered,1.5,2023,12,6
ORD00494,2023-11-07,CUST0488,Arjun,34,M,North,Toys,Puzzle,1,1021.94,0,Credit Card,Pending,1.2,2023,11,7
ORD00495,2022-07-09,CUST0597,Amit,65,M,East,Toys,LEGO Set,10,1066.74,5,Debit Card,Pending,1.1,2022,7,9
ORD00496,2022-03-11,CUST2369,Sneha,18,F,Central,Toys,Board Game,10,1247.02,20,Cash,Returned,0.0,2022,3,11
ORD00497,2022-08-08,CUST1945,Sneha,41,F,Central,Toys,Board Game,1,4869.22,0,Cash,Cancelled,4.4,2022,8,8
ORD00498,2022-08-22,CUST1288,Vijay,25,M,West,Toys,RC Car,7,2149.25,20,Credit Card,Returned,4.0,2022,8,22
ORD00499,2022-12-02,CUST1872,Nisha,56,F,East,Books,Comics,9,3624.58,0,Net Banking,Returned,2.5,2022,12,2
ORD00500,2023-11-27,CUST2762,Meera,49,F,North,Toys,Puzzle,4,4291.03,15,Net Banking,Cancelled,1.1,2023,11,27
ORD00501,2022-06-22,CUST0816,Amit,39,M,South,Clothing,Saree,7,3490.43,0,Debit Card,Cancelled,0.0,2022,6,22
ORD00502,2023-08-31,CUST2638,Suresh,43,M,East,Toys,Puzzle,8,1428.67,20,Net Banking,Cancelled,4.2,2023,8,31
ORD00503,2023-05-17,CUST0552,Asha,19,F,North,Food,Cooking Oil,8,584.78,10,Credit Card,Delivered,3.5,2023,5,17
ORD00504,2022-11-07,CUST0314,Priya,60,F,Central,Clothing,Saree,10,3412.06,5,Net Banking,Cancelled,1.4,2022,11,7
ORD00505,2022-12-18,CUST0073,Ravi,20,M,West,Books,Self-Help,8,2548.73,20,Credit Card,Cancelled,3.2,2022,12,18
ORD00506,2022-07-01,CUST1242,Nisha,63,F,South,Toys,Puzzle,8,2325.3,0,Net Banking,Cancelled,4.4,2022,7,1
ORD00507,2023-11-23,CUST2210,Ravi,54,M,West,Books,Self-Help,8,3831.86,20,Net Banking,Returned,3.2,2023,11,23
ORD00508,2023-11-24,CUST1313,Nikhil,21,M,North,Food,Dal 2kg,10,4855.81,20,Debit Card,Delivered,4.9,2023,11,24
ORD00509,2023-01-25,CUST1414,Karan,40,M,West,Food,Biscuits,1,3837.71,10,UPI,Delivered,0.0,2023,1,25
ORD00510,2022-11-09,CUST2206,Suresh,38,M,North,Clothing,Jacket,10,470.46,0,Net Banking,Cancelled,1.7,2022,11,9
ORD00511,2023-01-22,CUST0401,Meera,49,F,North,Electronics,Headphones,10,160.07,10,Cash,Pending,2.3,2023,1,22
ORD00512,2023-03-23,CUST0309,Asha,52,F,South,Toys,RC Car,3,3093.4,10,UPI,Pending,3.5,2023,3,23
ORD00513,2023-08-16,CUST1380,Ravi,35,M,North,Sports,Yoga Mat,4,3141.63,0,Debit Card,Cancelled,0.0,2023,8,16
ORD00514,2023-03-20,CUST1698,Kavya,43,F,East,Food,Rice 5kg,5,2547.97,10,Debit Card,Cancelled,2.3,2023,3,20
ORD00515,2023-11-08,CUST1915,Rahul,35,M,Central,Books,Cookbook,3,2905.37,5,Debit Card,Cancelled,4.0,2023,11,8
ORD00516,2023-12-03,CUST1681,Dev,38,M,North,Clothing,Jacket,8,781.33,5,Cash,Cancelled,4.4,2023,12,3
ORD00517,2023-02-20,CUST0114,Meera,33,F,East,Books,Textbook,5,3449.93,5,Net Banking,Cancelled,1.6,2023,2,20
ORD00518,2022-01-30,CUST2698,Divya,53,F,South,Books,Novel,4,838.82,5,Credit Card,Cancelled,4.2,2022,1,30
ORD00519,2023-02-21,CUST0370,Rahul,43,M,South,Toys,LEGO Set,6,3027.92,0,Cash,Delivered,3.7,2023,2,21
ORD00520,2022-09-01,CUST1284,Dev,39,M,Central,Books,Cookbook,9,1296.45,0,Net Banking,Returned,4.1,2022,9,1
ORD00521,2023-03-27,CUST0230,Kavya,49,F,Central,Clothing,T-Shirt,3,1109.84,10,UPI,Delivered,4.5,2023,3,27
ORD00522,2023-01-07,CUST1263,Asha,19,F,Central,Furniture,Bookshelf,4,4818.41,5,Credit Card,Delivered,2.5,2023,1,7
ORD00523,2023-12-03,CUST1813,Ravi,42,M,North,Sports,Yoga Mat,5,3212.8,10,Net Banking,Pending,4.5,2023,12,3
ORD00524,2023-03-26,CUST2640,Anita,44,F,North,Toys,Doll,5,1091.41,5,UPI,Delivered,4.5,2023,3,26
ORD00525,2022-06-14,CUST1442,Pooja,44,F,Central,Books,Self-Help,6,3601.06,0,Debit Card,Pending,3.0,2022,6,14
ORD00526,2022-01-04,CUST1286,Priya,54,F,North,Toys,LEGO Set,3,3169.27,5,Credit Card,Returned,3.5,2022,1,4
ORD00527,2023-04-08,CUST1068,Dev,29,M,Central,Books,Textbook,10,3444.48,10,UPI,Pending,3.9,2023,4,8
ORD00528,2023-08-08,CUST2288,Amit,59,M,Central,Furniture,Sofa,3,1997.8,15,Cash,Delivered,4.8,2023,8,8
ORD00529,2023-09-07,CUST1508,Kavya,28,F,Central,Food,Cooking Oil,1,2035.12,15,Credit Card,Delivered,1.4,2023,9,7
ORD00530,2022-07-15,CUST1091,Pooja,36,F,West,Toys,Puzzle,2,1161.2,5,Net Banking,Returned,4.3,2022,7,15
ORD00531,2023-03-05,CUST0118,Kavya,36,F,East,Sports,Football,5,3647.2,5,Cash,Cancelled,4.2,2023,3,5
ORD00532,2022-11-28,CUST0870,Karan,63,M,West,Sports,Yoga Mat,2,101.09,5,Net Banking,Pending,2.6,2022,11,28
ORD00533,2023-04-28,CUST2748,Amit,56,M,North,Sports,Cricket Bat,1,1697.67,5,Credit Card,Pending,5.0,2023,4,28
ORD00534,2022-02-12,CUST2064,Meera,49,F,East,Furniture,Sofa,3,4841.89,20,Net Banking,Returned,2.0,2022,2,12
ORD00535,2022-11-17,CUST0524,Karan,49,M,East,Books,Cookbook,7,751.89,0,UPI,Cancelled,0.0,2022,11,17
ORD00536,2022-11-20,CUST0620,Meera,53,F,West,Sports,Badminton Set,9,1599.4,5,Credit Card,Returned,3.0,2022,11,20
ORD00537,2023-12-24,CUST2028,Rahul,20,M,West,Clothing,Jeans,1,2377.73,5,UPI,Cancelled,1.5,2023,12,24
ORD00538,2022-10-18,CUST2084,Pooja,35,F,Central,Electronics,Phone,2,1780.54,5,Debit Card,Returned,1.7,2022,10,18
ORD00539,2022-09-10,CUST1347,Dev,19,M,East,Toys,Board Game,3,2111.27,0,Credit Card,Cancelled,3.7,2022,9,10
ORD00540,2023-12-26,CUST1104,Ritu,56,F,North,Electronics,Tablet,3,192.93,15,UPI,Delivered,2.8,2023,12,26
ORD00541,2023-10-22,CUST0290,Nisha,53,F,Central,Books,Cookbook,3,1096.27,0,Net Banking,Delivered,4.2,2023,10,22
ORD00542,2022-06-16,CUST2651,Meera,59,F,South,Clothing,Jeans,7,491.48,5,Credit Card,Pending,2.6,2022,6,16
ORD00543,2023-01-12,CUST1590,Divya,48,F,East,Books,Comics,10,699.87,0,Debit Card,Cancelled,3.0,2023,1,12
ORD00544,2022-04-06,CUST1400,Nikhil,47,M,South,Toys,RC Car,10,972.46,15,Cash,Cancelled,0.0,2022,4,6
ORD00545,2022-11-04,CUST1231,Ravi,33,M,Central,Furniture,Bookshelf,2,4540.68,15,Net Banking,Pending,1.5,2022,11,4
ORD00546,2023-02-27,CUST2707,Dev,64,M,Central,Electronics,Laptop,9,582.78,15,UPI,Pending,0.0,2023,2,27
ORD00547,2022-07-03,CUST0186,Ritu,23,F,West,Electronics,Smartwatch,1,613.98,15,UPI,Pending,4.4,2022,7,3
ORD00548,2022-08-05,CUST2475,Pooja,34,F,North,Sports,Badminton Set,6,4835.26,5,Net Banking,Delivered,4.0,2022,8,5
ORD00549,2023-12-10,CUST2466,Nikhil,64,M,West,Electronics,Laptop,3,3296.21,15,UPI,Pending,3.6,2023,12,10
ORD00550,2022-01-17,CUST0110,Meera,31,F,West,Electronics,Phone,3,118.69,0,Cash,Returned,1.8,2022,1,17
ORD00551,2023-05-01,CUST0625,Asha,65,F,West,Clothing,T-Shirt,5,3860.12,5,Net Banking,Cancelled,1.5,2023,5,1
ORD00552,2022-02-22,CUST2921,Arjun,45,M,West,Sports,Football,4,1509.42,15,Net Banking,Pending,1.4,2022,2,22
ORD00553,2023-11-26,CUST0950,Arjun,63,M,North,Furniture,Bookshelf,9,2975.64,20,Debit Card,Delivered,4.5,2023,11,26
ORD00554,2023-04-30,CUST2647,Ritu,40,F,West,Food,Biscuits,2,1375.85,15,Net Banking,Delivered,3.5,2023,4,30
ORD00555,2023-06-04,CUST1390,Ravi,56,M,West,Books,Textbook,8,1752.04,5,Cash,Pending,4.6,2023,6,4
ORD00556,2023-09-29,CUST0354,Divya,60,F,West,Toys,RC Car,8,4008.79,5,Cash,Returned,3.8,2023,9,29
ORD00557,2022-11-07,CUST0075,Vijay,40,M,East,Sports,Yoga Mat,2,3977.74,15,UPI,Returned,3.2,2022,11,7
ORD00558,2022-08-21,CUST1057,Dev,39,M,East,Electronics,Laptop,6,2181.57,20,Credit Card,Pending,1.9,2022,8,21
ORD00559,2023-04-14,CUST0434,Dev,57,M,Central,Sports,Cricket Bat,1,4636.83,15,Credit Card,Delivered,4.0,2023,4,14
ORD00560,2022-10-27,CUST2042,Vijay,64,M,North,Books,Novel,4,4559.38,5,Cash,Pending,4.0,2022,10,27
ORD00561,2022-09-09,CUST1175,Sneha,50,F,South,Electronics,Phone,8,4849.7,0,Credit Card,Pending,2.9,2022,9,9
ORD00562,2023-03-08,CUST1757,Divya,44,F,West,Food,Cooking Oil,3,3778.37,20,Net Banking,Pending,1.6,2023,3,8
ORD00563,2022-12-13,CUST0674,Arjun,45,M,North,Clothing,T-Shirt,9,4721.03,0,Net Banking,Delivered,4.9,2022,12,13
ORD00564,2022-11-08,CUST1410,Rohan,18,M,East,Electronics,Smartwatch,5,2125.56,20,Debit Card,Returned,2.3,2022,11,8
ORD00565,2023-10-30,CUST2658,Pooja,43,F,South,Books,Textbook,9,3140.58,20,UPI,Delivered,2.4,2023,10,30
ORD00566,2022-10-18,CUST1279,Dev,51,M,East,Food,Dal 2kg,3,2626.33,20,Cash,Delivered,3.0,2022,10,18
ORD00567,2023-03-09,CUST0246,Dev,41,M,East,Sports,Badminton Set,4,4169.53,10,Debit Card,Pending,1.4,2023,3,9
ORD00568,2023-04-10,CUST2383,Rahul,54,M,Central,Toys,LEGO Set,8,1524.91,0,Debit Card,Returned,1.9,2023,4,10
ORD00569,2022-09-11,CUST0789,Meera,41,F,West,Food,Biscuits,3,3586.04,20,Credit Card,Returned,3.1,2022,9,11
ORD00570,2023-05-03,CUST2773,Divya,51,F,West,Electronics,Laptop,1,2153.19,5,Debit Card,Cancelled,1.3,2023,5,3
ORD00571,2023-03-03,CUST0521,Ritu,49,F,West,Furniture,Bookshelf,8,3460.64,15,Cash,Delivered,1.6,2023,3,3
ORD00572,2022-05-02,CUST0496,Arjun,41,M,Central,Furniture,Chair,3,4723.14,10,UPI,Delivered,2.6,2022,5,2
ORD00573,2022-01-29,CUST2416,Amit,44,M,North,Food,Spices Pack,6,1551.14,15,UPI,Pending,1.6,2022,1,29
ORD00574,2022-03-11,CUST2348,Vijay,37,M,Central,Toys,Puzzle,1,655.52,10,Net Banking,Pending,2.7,2022,3,11
ORD00575,2023-10-14,CUST1840,Pooja,27,F,East,Toys,Board Game,3,3821.66,20,Credit Card,Cancelled,2.8,2023,10,14
ORD00576,2022-10-12,CUST2897,Kavya,19,F,Central,Furniture,Sofa,9,276.81,15,UPI,Delivered,4.5,2022,10,12
ORD00577,2023-06-19,CUST0077,Suresh,25,M,Central,Sports,Dumbbells,10,3800.2,20,Cash,Delivered,2.9,2023,6,19
ORD00578,2023-09-14,CUST2014,Kavya,19,F,East,Clothing,Kurta,8,469.01,20,Net Banking,Returned,3.4,2023,9,14
ORD00579,2022-04-28,CUST1169,Priya,27,F,South,Toys,Board Game,6,1940.95,0,UPI,Delivered,3.2,2022,4,28
ORD00580,2022-07-05,CUST0240,Ravi,37,M,West,Furniture,Table,1,3091.65,10,Credit Card,Pending,0.0,2022,7,5
ORD00581,2022-02-23,CUST2401,Nikhil,33,M,West,Food,Spices Pack,7,4710.81,0,Debit Card,Cancelled,4.0,2022,2,23
ORD00582,2023-05-11,CUST2595,Ravi,32,M,North,Electronics,Tablet,8,2787.95,0,UPI,Delivered,0.0,2023,5,11
ORD00583,2022-03-27,CUST0584,Dev,41,M,Central,Books,Textbook,5,2862.82,15,Cash,Returned,3.0,2022,3,27
ORD00584,2022-10-24,CUST0247,Asha,48,F,East,Furniture,Chair,1,4072.59,20,Debit Card,Pending,1.7,2022,10,24
ORD00585,2022-02-16,CUST0287,Nisha,37,F,North,Toys,Doll,10,4211.39,10,Net Banking,Delivered,3.1,2022,2,16
ORD00586,2023-11-30,CUST2899,Dev,46,M,East,Food,Dal 2kg,4,3071.7,10,Cash,Pending,3.5,2023,11,30
ORD00587,2023-10-24,CUST0018,Kavya,18,F,South,Furniture,Bed Frame,6,128.58,5,Net Banking,Cancelled,3.4,2023,10,24
ORD00588,2023-11-20,CUST1542,Asha,56,F,East,Electronics,Laptop,9,203.19,15,Net Banking,Returned,4.9,2023,11,20
ORD00589,2022-01-21,CUST2905,Amit,40,M,South,Furniture,Sofa,4,2250.66,5,Credit Card,Pending,3.7,2022,1,21
ORD00590,2022-08-03,CUST2616,Suresh,43,M,North,Furniture,Sofa,1,1439.74,20,UPI,Cancelled,0.0,2022,8,3
ORD00591,2023-08-26,CUST1064,Dev,54,M,South,Clothing,Kurta,10,2847.44,0,Debit Card,Pending,1.3,2023,8,26
ORD00592,2023-04-10,CUST1750,Rahul,59,M,North,Books,Cookbook,10,1301.96,20,UPI,Cancelled,0.0,2023,4,10
ORD00593,2022-02-14,CUST1139,Meera,44,F,Central,Electronics,Smartwatch,8,2503.09,20,Net Banking,Pending,1.9,2022,2,14
ORD00594,2022-08-20,CUST0305,Nikhil,33,M,South,Clothing,Jacket,2,4406.49,0,Cash,Pending,2.7,2022,8,20
ORD00595,2023-08-30,CUST1026,Anita,33,F,North,Books,Novel,1,2425.83,0,Net Banking,Returned,4.7,2023,8,30
ORD00596,2023-09-07,CUST2562,Priya,46,F,Central,Toys,RC Car,9,3980.85,0,Credit Card,Delivered,4.1,2023,9,7
ORD00597,2023-03-29,CUST2502,Rahul,58,M,West,Furniture,Sofa,2,3924.1,0,Credit Card,Delivered,0.0,2023,3,29
ORD00598,2023-02-25,CUST2703,Dev,57,M,North,Electronics,Tablet,7,2038.33,20,Net Banking,Cancelled,3.4,2023,2,25
ORD00599,2023-04-10,CUST0443,Divya,24,F,North,Sports,Dumbbells,2,1731.1,0,Debit Card,Delivered,3.4,2023,4,10
ORD00600,2023-09-28,CUST0181,Rohan,21,M,South,Clothing,Kurta,5,1809.19,15,UPI,Cancelled,2.0,2023,9,28
ORD00601,2023-09-10,CUST0034,Meera,51,F,Central,Sports,Dumbbells,3,779.67,10,Cash,Delivered,2.5,2023,9,10
ORD00602,2022-07-25,CUST0281,Dev,39,M,South,Toys,Board Game,1,2139.2,5,Net Banking,Cancelled,1.8,2022,7,25
ORD00603,2022-06-16,CUST0173,Ritu,49,F,South,Sports,Badminton Set,10,1533.18,10,Credit Card,Returned,4.5,2022,6,16
ORD00604,2023-01-20,CUST0028,Arjun,41,M,North,Sports,Football,4,2429.69,10,Credit Card,Pending,1.7,2023,1,20
ORD00605,2023-01-04,CUST0122,Dev,30,M,South,Electronics,Phone,5,2230.02,20,UPI,Returned,0.0,2023,1,4
ORD00606,2022-07-02,CUST1073,Ravi,24,M,North,Books,Textbook,6,4245.29,5,Cash,Cancelled,1.7,2022,7,2
ORD00607,2023-11-08,CUST2553,Karan,45,M,North,Clothing,Jacket,8,1238.74,10,Credit Card,Returned,3.1,2023,11,8
ORD00608,2023-09-06,CUST0190,Suresh,57,M,Central,Clothing,Kurta,7,3487.05,10,Cash,Pending,3.5,2023,9,6
ORD00609,2023-08-22,CUST0334,Karan,48,M,Central,Clothing,T-Shirt,5,4370.61,20,Credit Card,Returned,1.8,2023,8,22
ORD00610,2023-12-31,CUST2932,Asha,49,F,West,Food,Dal 2kg,9,2348.12,10,UPI,Cancelled,3.8,2023,12,31
ORD00611,2022-08-12,CUST2341,Suresh,28,M,East,Clothing,Jeans,8,4322.68,15,UPI,Delivered,4.6,2022,8,12
ORD00612,2022-02-12,CUST1746,Amit,46,M,West,Food,Dal 2kg,9,1790.3,20,Net Banking,Cancelled,3.5,2022,2,12
ORD00613,2022-08-28,CUST0338,Pooja,36,F,Central,Food,Spices Pack,7,172.36,15,Debit Card,Delivered,1.3,2022,8,28
ORD00614,2022-07-25,CUST1025,Kavya,37,F,East,Electronics,Laptop,2,1833.17,20,Cash,Returned,3.7,2022,7,25
ORD00615,2023-02-20,CUST0049,Priya,48,F,Central,Toys,RC Car,5,4120.43,15,Cash,Cancelled,4.0,2023,2,20
ORD00616,2023-07-20,CUST1890,Suresh,39,M,North,Books,Textbook,8,1206.93,20,UPI,Returned,3.9,2023,7,20
ORD00617,2023-01-19,CUST1252,Divya,65,F,North,Clothing,Saree,8,4272.07,0,Net Banking,Pending,4.5,2023,1,19
ORD00618,2022-11-03,CUST0132,Kavya,26,F,South,Furniture,Bookshelf,7,3826.07,20,UPI,Cancelled,1.1,2022,11,3
ORD00619,2022-04-22,CUST2618,Kavya,37,F,North,Furniture,Chair,9,1962.85,15,Cash,Delivered,4.8,2022,4,22
ORD00620,2022-03-13,CUST0844,Rahul,32,M,East,Toys,Board Game,8,182.85,5,Debit Card,Delivered,2.5,2022,3,13
ORD00621,2023-02-05,CUST2198,Priya,44,F,West,Food,Biscuits,1,900.54,15,Credit Card,Cancelled,1.4,2023,2,5
ORD00622,2022-06-12,CUST2407,Vijay,30,M,Central,Toys,Doll,5,2189.39,15,Net Banking,Pending,4.8,2022,6,12
ORD00623,2022-09-10,CUST2011,Rahul,47,M,West,Clothing,Saree,2,4131.68,20,Debit Card,Delivered,4.6,2022,9,10
ORD00624,2023-02-05,CUST0718,Ravi,44,M,South,Books,Self-Help,6,3516.57,10,Cash,Cancelled,4.2,2023,2,5
ORD00625,2022-09-03,CUST2573,Divya,52,F,East,Books,Textbook,10,522.89,0,Credit Card,Returned,1.6,2022,9,3
ORD00626,2022-04-18,CUST1680,Divya,46,F,South,Toys,Board Game,2,4976.82,0,UPI,Returned,4.1,2022,4,18
ORD00627,2022-07-19,CUST0470,Arjun,63,M,South,Electronics,Laptop,8,1936.72,15,UPI,Cancelled,1.0,2022,7,19
ORD00628,2022-05-24,CUST0661,Pooja,28,F,North,Electronics,Laptop,9,3302.26,15,Debit Card,Delivered,2.1,2022,5,24
ORD00629,2023-11-25,CUST0729,Ravi,31,M,North,Electronics,Smartwatch,7,883.84,0,Debit Card,Returned,2.8,2023,11,25
ORD00630,2023-03-31,CUST0020,Priya,21,F,West,Toys,Board Game,2,1983.56,10,Cash,Returned,0.0,2023,3,31
ORD00631,2022-12-12,CUST0259,Kavya,32,F,North,Clothing,T-Shirt,1,2137.33,0,Cash,Returned,3.7,2022,12,12
ORD00632,2023-10-02,CUST1753,Nikhil,25,M,South,Sports,Cricket Bat,6,1647.26,5,Cash,Delivered,3.2,2023,10,2
ORD00633,2023-02-03,CUST2696,Nisha,35,F,Central,Clothing,T-Shirt,7,3287.26,0,UPI,Delivered,1.9,2023,2,3
ORD00634,2023-12-31,CUST2332,Suresh,28,M,East,Furniture,Sofa,10,2522.9,0,Credit Card,Pending,5.0,2023,12,31
ORD00635,2022-03-11,CUST2397,Sneha,46,F,West,Food,Cooking Oil,6,4891.21,15,Debit Card,Returned,3.4,2022,3,11
ORD00636,2022-09-07,CUST1535,Suresh,49,M,East,Electronics,Smartwatch,2,1578.8,15,Cash,Returned,1.2,2022,9,7
ORD00637,2023-03-31,CUST1140,Kavya,38,F,North,Books,Novel,4,4620.88,20,Debit Card,Cancelled,2.3,2023,3,31
ORD00638,2022-02-25,CUST1018,Priya,61,F,South,Clothing,Jacket,6,1249.13,20,Debit Card,Cancelled,3.7,2022,2,25
ORD00639,2022-07-17,CUST0580,Sneha,31,F,South,Furniture,Chair,2,4355.84,0,Credit Card,Returned,0.0,2022,7,17
ORD00640,2022-06-18,CUST0723,Suresh,56,M,South,Sports,Cricket Bat,7,3638.7,10,UPI,Pending,2.0,2022,6,18
ORD00641,2023-02-12,CUST1732,Kavya,50,F,Central,Food,Dal 2kg,2,4757.52,10,Net Banking,Returned,2.9,2023,2,12
ORD00642,2023-09-02,CUST0720,Priya,34,F,West,Toys,Puzzle,7,4277.51,10,Net Banking,Pending,3.2,2023,9,2
ORD00643,2022-05-20,CUST0777,Meera,18,F,North,Furniture,Bed Frame,10,2430.18,10,Debit Card,Pending,1.8,2022,5,20
ORD00644,2023-10-19,CUST0160,Divya,25,F,West,Furniture,Bookshelf,6,1950.99,10,Debit Card,Returned,1.3,2023,10,19
ORD00645,2023-12-15,CUST1579,Nikhil,45,M,South,Food,Spices Pack,9,3560.19,10,Cash,Cancelled,0.0,2023,12,15
ORD00646,2023-11-29,CUST2369,Karan,60,M,South,Books,Novel,3,1343.59,15,Credit Card,Delivered,2.0,2023,11,29
ORD00647,2023-03-10,CUST2834,Nikhil,37,M,Central,Furniture,Bed Frame,2,2616.76,5,Debit Card,Cancelled,2.7,2023,3,10
ORD00648,2022-05-27,CUST1631,Divya,62,F,East,Toys,LEGO Set,2,3199.09,10,Credit Card,Returned,1.8,2022,5,27
ORD00649,2023-03-18,CUST2884,Priya,26,F,South,Electronics,Laptop,7,2648.56,10,Net Banking,Returned,2.5,2023,3,18
ORD00650,2022-07-16,CUST1675,Arjun,46,M,Central,Sports,Football,3,1044.66,5,Credit Card,Returned,4.6,2022,7,16
ORD00651,2022-01-31,CUST2756,Ravi,24,M,North,Electronics,Headphones,2,1419.97,10,Credit Card,Pending,2.9,2022,1,31
ORD00652,2023-01-20,CUST1089,Rohan,49,M,West,Toys,LEGO Set,2,1094.79,0,UPI,Cancelled,4.9,2023,1,20
ORD00653,2023-11-13,CUST1459,Nisha,39,F,North,Books,Comics,6,4093.39,10,Credit Card,Cancelled,3.4,2023,11,13
ORD00654,2023-12-18,CUST1852,Sneha,57,F,West,Electronics,Smartwatch,2,4351.58,10,Debit Card,Cancelled,2.0,2023,12,18
ORD00655,2022-11-30,CUST1985,Rahul,43,M,Central,Books,Comics,1,3187.2,0,Credit Card,Pending,1.9,2022,11,30
ORD00656,2023-12-31,CUST2343,Pooja,63,F,Central,Books,Novel,7,1504.62,5,Credit Card,Returned,3.1,2023,12,31
ORD00657,2022-04-29,CUST0997,Anita,31,F,South,Food,Biscuits,8,881.86,15,Credit Card,Delivered,3.2,2022,4,29
ORD00658,2022-09-21,CUST2747,Priya,25,F,South,Clothing,Jacket,7,3843.23,5,Debit Card,Cancelled,4.8,2022,9,21
ORD00659,2022-03-08,CUST2939,Karan,65,M,West,Toys,Doll,10,3843.37,20,Debit Card,Cancelled,2.5,2022,3,8
ORD00660,2022-12-15,CUST0476,Suresh,54,M,East,Food,Rice 5kg,5,484.02,0,Cash,Pending,4.7,2022,12,15
ORD00661,2022-07-14,CUST1310,Ritu,41,F,South,Books,Novel,5,356.33,20,Debit Card,Returned,4.9,2022,7,14
ORD00662,2022-08-13,CUST2464,Nikhil,36,M,South,Electronics,Smartwatch,8,1613.83,10,Credit Card,Pending,2.8,2022,8,13
ORD00663,2023-05-05,CUST1194,Asha,63,F,West,Books,Novel,5,4984.4,20,Credit Card,Pending,1.9,2023,5,5
ORD00664,2023-05-15,CUST2701,Suresh,28,M,North,Toys,Doll,1,4619.63,5,Debit Card,Cancelled,2.2,2023,5,15
ORD00665,2022-03-15,CUST2853,Divya,30,F,Central,Books,Self-Help,6,3800.69,15,Net Banking,Delivered,2.1,2022,3,15
ORD00666,2023-04-14,CUST1810,Karan,62,M,West,Toys,Board Game,1,4256.56,10,UPI,Returned,3.3,2023,4,14
ORD00667,2022-04-15,CUST0605,Suresh,42,M,West,Toys,Doll,1,1843.02,20,Cash,Delivered,5.0,2022,4,15
ORD00668,2023-10-28,CUST0609,Karan,58,M,West,Furniture,Table,1,630.87,20,Cash,Delivered,2.7,2023,10,28
ORD00669,2023-10-31,CUST2748,Suresh,60,M,North,Furniture,Bookshelf,5,3455.52,5,Net Banking,Cancelled,4.1,2023,10,31
ORD00670,2023-05-16,CUST0922,Pooja,19,F,Central,Food,Rice 5kg,2,627.31,0,Debit Card,Cancelled,4.6,2023,5,16
ORD00671,2022-11-02,CUST0261,Anita,63,F,Central,Toys,Board Game,3,1950.6,15,Cash,Cancelled,1.4,2022,11,2
ORD00672,2023-08-22,CUST2670,Nikhil,25,M,South,Sports,Dumbbells,9,2468.39,20,Credit Card,Returned,4.3,2023,8,22
ORD00673,2023-08-12,CUST2304,Rahul,34,M,North,Sports,Yoga Mat,6,659.07,5,Credit Card,Delivered,1.6,2023,8,12
ORD00674,2022-09-12,CUST2128,Nisha,36,F,Central,Sports,Football,7,4886.66,0,Net Banking,Returned,4.8,2022,9,12
ORD00675,2023-12-06,CUST0184,Nisha,33,F,North,Sports,Badminton Set,10,2714.14,5,Cash,Returned,0.0,2023,12,6
ORD00676,2022-10-12,CUST0305,Kavya,53,F,East,Clothing,Kurta,9,1119.4,10,UPI,Cancelled,3.5,2022,10,12
ORD00677,2023-07-03,CUST1104,Nikhil,58,M,South,Furniture,Chair,5,3398.8,5,UPI,Returned,3.5,2023,7,3
ORD00678,2022-09-11,CUST0511,Sneha,52,F,North,Food,Dal 2kg,7,178.25,20,Debit Card,Cancelled,0.0,2022,9,11
ORD00679,2022-05-30,CUST0041,Karan,24,M,West,Books,Novel,6,4550.76,10,Cash,Cancelled,1.9,2022,5,30
ORD00680,2022-04-08,CUST1156,Amit,53,M,East,Clothing,Kurta,5,2964.69,15,Debit Card,Delivered,3.8,2022,4,8
